Date,Borough,CED Used,Firearms Aimed,SubjectEthnicity_Asian (or Asian British),SubjectEthnicity_Black (or Black British),SubjectEthnicity_Chinese,SubjectEthnicity_Don't know,SubjectEthnicity_Mixed,SubjectEthnicity_Other,SubjectEthnicity_White,UseOfForceCount
2023-11-01,Hounslow,3,0,0,5,1,0,0,0,3,9
2023-11-01,Islington,0,0,1,3,0,0,0,1,1,6
2023-11-01,Kensington and Chelsea,0,0,0,0,0,0,0,0,5,5
2023-11-01,Kingston upon Thames,0,0,0,3,0,0,0,0,0,3
2023-11-01,Lambeth,0,0,0,0,0,0,0,0,4,4
2023-11-01,Lewisham,0,0,0,4,0,0,0,0,2,6
2023-11-01,Merton,0,0,1,1,0,0,0,0,2,4
2023-11-01,Newham,1,0,3,2,0,0,0,0,3,8
2023-11-01,Out of force,0,0,0,1,0,0,0,0,1,2
2023-11-01,Redbridge,0,0,4,1,0,0,0,1,2,8
2023-11-01,Richmond upon Thames,0,0,0,0,0,0,0,0,1,1
2023-11-01,Southwark,1,0,0,1,0,0,2,1,7,11
2023-11-01,Sutton,0,0,1,0,0,0,0,0,2,3
2023-11-01,Tower Hamlets,0,0,0,2,0,0,2,0,1,5
2023-11-01,Waltham Forest,0,0,1,3,0,0,0,0,2,6
2023-11-01,Wandsworth,1,0,0,1,0,0,0,0,0,1
2023-11-01,Barking and Dagenham,1,0,0,0,0,0,0,0,5,5
2023-11-01,Barnet,0,0,0,5,0,0,0,1,3,9
2023-11-01,Bexley,0,0,0,0,0,0,0,0,6,6
2023-11-01,Brent,0,0,0,2,0,0,0,1,6,9
2023-11-01,Bromley,0,0,0,0,0,0,0,0,4,4
2023-11-01,Camden,1,0,0,4,0,0,0,0,1,5
2023-11-01,City of Westminster,1,0,4,2,0,0,1,2,16,25
2023-11-01,Croydon,0,0,1,3,0,1,0,0,0,5
2023-11-01,Ealing,0,0,1,3,0,0,0,0,1,5
2023-11-01,Enfield,1,0,0,6,0,0,0,0,3,9
2023-11-01,Greenwich,1,0,0,1,0,0,0,0,3,4
2023-11-01,Hackney,1,0,1,8,0,1,0,1,1,12
2023-11-01,Hammersmith and Fulham,0,0,1,9,0,0,1,0,6,17
2023-11-01,Haringey,0,0,0,8,0,0,1,0,3,12
2023-11-01,Harrow,0,0,2,1,0,0,0,0,1,4
2023-11-01,Havering,1,0,3,0,0,0,0,0,3,6
2023-11-01,Heathrow,0,0,1,0,0,0,0,0,1,2
2023-11-01,Hillingdon,1,0,2,2,0,0,0,0,5,9
2023-11-01,Hounslow,0,0,1,1,0,0,0,0,5,7
2023-11-01,Islington,0,0,1,0,0,0,0,0,4,5
2023-11-01,Kensington and Chelsea,0,0,0,1,0,0,0,0,2,3
2023-11-01,Kingston upon Thames,0,0,0,0,0,0,0,0,3,3
2023-11-01,Lambeth,0,0,0,11,1,0,0,0,17,29
2023-11-01,Lewisham,0,0,0,4,0,0,0,0,7,11
2023-11-01,Merton,0,0,0,0,1,0,0,0,1,2
2023-11-01,Newham,0,0,4,1,0,0,2,0,5,12
2023-11-01,Out of force,0,0,1,1,0,0,0,0,2,4
2023-11-01,Redbridge,0,0,1,2,0,0,0,0,3,6
2023-11-01,Richmond upon Thames,0,0,0,0,0,0,0,0,1,1
2023-11-01,Southwark,1,0,0,3,0,0,0,1,3,7
2023-11-01,Sutton,0,0,1,1,0,0,0,0,3,5
2023-11-01,Tower Hamlets,1,0,2,1,0,0,1,0,1,5
2023-11-01,Waltham Forest,2,0,0,0,0,0,1,0,4,5
2023-11-01,Wandsworth,0,0,2,2,0,0,0,0,1,5
2023-11-01,Barking and Dagenham,1,0,0,7,0,0,0,0,1,8
2023-11-01,Barnet,2,0,0,9,0,0,0,0,2,11
2023-11-01,Bexley,0,0,0,3,0,0,0,0,5,8
2023-11-01,Brent,1,0,1,2,0,0,0,2,1,6
2023-11-01,Bromley,0,0,0,1,0,0,0,0,0,1
2023-11-01,Camden,0,0,1,0,0,0,0,0,5,6
2023-11-01,City of Westminster,0,0,2,3,0,0,0,0,10,15
2023-11-01,Croydon,1,0,1,5,0,0,0,0,3,9
2023-11-01,Ealing,0,0,0,0,0,0,0,0,3,3
2023-11-01,Enfield,2,0,0,2,0,0,1,0,9,12
2023-11-01,Greenwich,0,0,0,4,0,1,1,2,8,16
2023-11-01,Hackney,0,0,1,8,0,0,0,0,5,14
2023-11-01,Hammersmith and Fulham,0,0,0,6,1,0,1,1,3,12
2023-11-01,Haringey,0,0,3,1,0,0,0,0,4,8
2023-11-01,Harrow,3,0,2,2,0,0,0,0,4,8
2023-11-01,Havering,0,0,5,0,0,0,0,0,7,12
2023-11-01,Heathrow,0,0,0,0,0,0,0,0,1,1
2023-11-01,Hillingdon,0,0,2,2,0,0,0,0,6,10
2023-11-01,Hounslow,0,0,0,1,0,0,0,1,2,4
2023-11-01,Islington,2,0,2,4,0,0,2,0,9,17
2023-11-01,Kensington and Chelsea,0,0,0,0,0,0,0,0,1,1
2023-11-01,Kingston upon Thames,0,0,0,6,0,1,0,0,1,8
2023-11-01,Lambeth,0,0,0,3,1,0,1,3,1,9
2023-11-01,Lewisham,0,0,0,5,0,0,1,0,3,9
2023-11-01,Newham,1,0,7,4,0,1,0,3,11,26
2023-11-01,Out of force,0,0,0,0,0,0,0,1,3,4
2023-11-01,Redbridge,1,0,1,4,0,0,0,0,2,7
2023-11-01,Richmond upon Thames,0,0,0,0,0,0,0,0,1,1
2023-11-01,Southwark,1,0,0,4,0,0,0,1,2,7
2023-11-01,Sutton,0,0,0,0,0,0,0,0,4,4
2023-11-01,Tower Hamlets,0,0,2,3,0,0,2,1,5,13
2023-11-01,Waltham Forest,2,0,2,0,0,0,0,0,2,4
2023-11-01,Wandsworth,0,0,0,1,0,0,0,0,2,3
2023-11-01,Barking and Dagenham,1,0,0,1,0,0,0,0,3,4
2023-11-01,Barnet,1,0,1,0,0,0,0,0,6,7
2023-11-01,Bexley,0,0,0,1,0,0,0,0,0,1
2023-11-01,Brent,0,0,0,5,0,0,2,1,1,9
2023-11-01,Bromley,2,0,0,3,0,0,0,0,1,4
2023-11-01,Camden,0,0,2,10,0,0,0,1,3,16
2023-11-01,City of Westminster,0,0,3,5,0,0,2,2,3,15
2023-11-01,Croydon,0,0,1,1,0,0,0,0,3,5
2023-11-01,Ealing,0,0,1,4,0,0,2,2,2,11
2023-11-01,Enfield,2,0,0,4,0,1,0,0,4,9
2023-11-01,Greenwich,1,0,1,4,0,0,1,0,3,9
2023-11-01,Hackney,0,0,1,10,0,0,0,0,4,15
2023-11-01,Hammersmith and Fulham,0,0,0,4,0,1,2,1,1,9
2023-11-01,Haringey,1,1,0,3,0,1,0,0,7,11
2023-11-01,Harrow,0,0,1,0,0,0,0,0,2,3
2023-11-01,Havering,0,0,0,1,0,0,0,0,4,5
2023-11-01,Hillingdon,0,0,1,1,0,0,0,0,3,5
2023-11-01,Hounslow,1,0,5,6,0,0,0,1,2,14
2023-11-01,Islington,0,0,0,3,0,0,0,0,3,6
2023-11-01,Kensington and Chelsea,0,0,0,1,0,0,0,0,0,1
2023-11-01,Kingston upon Thames,0,0,0,4,0,1,0,0,5,10
2023-11-01,Lambeth,1,0,0,8,0,4,4,0,9,25
2023-11-01,Lewisham,2,0,2,8,1,0,0,0,4,15
2023-11-01,Merton,0,0,0,1,0,0,0,0,0,1
2023-11-01,Newham,0,0,2,1,0,0,0,0,0,3
2023-11-01,Out of force,1,0,1,1,0,0,0,0,0,2
2023-11-01,Redbridge,0,0,3,5,0,1,0,0,3,12
2023-11-01,Southwark,0,0,1,8,0,0,1,0,5,15
2023-11-01,Sutton,0,0,1,1,0,0,0,0,6,8
2023-11-01,Tower Hamlets,0,0,5,2,0,0,0,0,9,16
2023-11-01,Waltham Forest,0,0,1,0,0,0,0,0,0,1
2023-11-01,Wandsworth,0,0,0,3,0,0,0,0,2,5
2023-11-01,Barnet,0,0,0,0,0,0,0,0,1,1
2023-11-01,Bexley,0,0,0,0,0,0,0,0,2,2
2023-11-01,Brent,1,0,0,2,0,0,0,0,1,3
2023-11-01,Bromley,0,0,1,2,0,0,0,0,5,8
2023-11-01,Camden,0,0,0,5,0,0,0,0,9,14
2023-11-01,City of Westminster,2,0,8,6,1,2,2,11,54,84
2023-11-01,Croydon,0,0,1,4,0,0,0,1,2,8
2023-11-01,Ealing,0,0,2,2,0,0,0,1,1,6
2023-11-01,Enfield,3,0,2,5,0,0,0,0,4,11
2023-11-01,Greenwich,0,0,0,3,0,0,0,0,1,4
2023-11-01,Hackney,0,0,1,12,0,0,2,0,2,17
2023-11-01,Hammersmith and Fulham,1,0,2,13,0,0,0,0,9,24
2023-11-01,Haringey,0,1,0,2,0,0,1,1,2,6
2023-11-01,Harrow,0,0,0,1,0,0,0,0,6,7
2023-11-01,Havering,0,0,0,1,0,0,0,0,5,6
2023-11-01,Heathrow,0,0,0,2,0,0,0,0,3,5
2023-11-01,Hillingdon,0,0,1,5,0,0,0,0,1,7
2023-11-01,Hounslow,0,0,0,0,0,0,0,0,11,11
2023-11-01,Islington,2,0,0,1,0,0,0,0,2,3
2023-11-01,Kensington and Chelsea,1,0,1,0,0,0,0,1,1,3
2023-11-01,Kingston upon Thames,0,0,0,2,0,0,1,0,0,3
2023-11-01,Lambeth,0,0,0,3,0,1,0,1,5,10
2023-11-01,Lewisham,0,0,1,1,0,1,1,0,0,4
2023-11-01,Newham,0,0,2,1,0,0,0,1,2,6
2023-11-01,Out of force,1,0,0,0,0,0,0,0,3,3
2023-11-01,Redbridge,0,0,1,0,0,0,0,0,0,1
2023-11-01,Richmond upon Thames,1,0,0,4,0,0,0,0,3,7
2023-11-01,Southwark,0,0,0,9,0,0,0,0,2,11
2023-11-01,Sutton,0,0,1,1,0,0,0,0,0,2
2023-11-01,Tower Hamlets,0,0,2,4,0,0,1,0,4,11
2023-11-01,Waltham Forest,0,0,0,2,0,0,0,0,1,3
2023-11-01,Wandsworth,0,0,0,0,0,0,0,0,2,2
2023-11-01,Barking and Dagenham,0,0,1,0,0,0,0,0,2,3
2023-11-01,Barnet,0,0,0,1,0,0,0,0,4,5
2023-11-01,Bexley,0,0,3,7,0,0,0,0,2,12
2023-11-01,Brent,0,0,0,0,0,0,0,0,3,3
2023-11-01,Bromley,0,0,0,0,0,0,0,0,4,4
2023-11-01,Camden,4,0,0,6,0,0,1,0,4,11
2023-11-01,City of Westminster,2,1,4,8,0,1,3,4,8,28
2023-11-01,Croydon,1,0,0,4,0,0,1,0,5,10
2023-11-01,Ealing,0,1,1,0,0,0,0,1,0,2
2023-11-01,Enfield,1,2,0,1,0,1,0,2,4,8
2023-11-01,Greenwich,1,0,0,2,0,0,0,2,4,8
2023-11-01,Hackney,0,0,2,6,0,0,0,0,4,12
2023-11-01,Hammersmith and Fulham,2,0,3,8,0,0,1,1,6,19
2023-11-01,Haringey,0,0,0,3,0,0,0,0,3,6
2023-11-01,Harrow,0,0,0,0,0,0,0,1,0,1
2023-11-01,Havering,1,0,0,0,0,0,0,0,2,2
2023-11-01,Heathrow,0,0,0,4,0,1,0,0,3,8
2023-11-01,Hillingdon,0,0,0,2,0,0,0,0,7,9
2023-11-01,Hounslow,1,0,2,6,0,0,0,0,1,9
2023-11-01,Islington,0,0,1,4,0,0,0,0,10,15
2023-11-01,Kensington and Chelsea,0,0,0,5,0,1,0,0,0,6
2023-11-01,Lambeth,0,0,1,5,0,0,0,0,0,6
2023-11-01,Lewisham,0,0,0,6,0,0,0,0,4,10
2023-11-01,Merton,0,0,0,1,0,0,0,0,1,2
2023-11-01,Newham,2,0,4,3,0,0,0,1,2,10
2023-11-01,Out of force,0,0,0,0,0,0,0,0,1,1
2023-11-01,Redbridge,0,0,0,0,0,0,0,0,2,2
2023-11-01,Richmond upon Thames,1,0,0,1,0,0,0,0,1,2
2023-11-01,Southwark,1,0,1,4,0,1,0,2,1,9
2023-11-01,Sutton,0,0,0,2,0,0,0,0,1,3
2023-11-01,Tower Hamlets,1,2,6,0,1,1,0,2,6,16
2023-11-01,Waltham Forest,0,0,0,1,0,0,0,0,0,1
2023-11-01,Wandsworth,0,0,0,2,0,0,1,1,1,5
2023-11-01,Barking and Dagenham,0,0,1,2,0,0,0,0,0,3
2023-11-01,Barnet,0,0,1,1,0,0,0,1,15,18
2023-11-01,Bexley,1,0,0,0,0,0,0,0,3,3
2023-11-01,Brent,0,0,2,1,0,0,0,0,15,18
2023-11-01,Bromley,1,0,0,1,0,0,0,0,3,4
2023-11-01,Camden,1,0,0,2,0,0,0,1,1,4
2023-11-01,City of Westminster,0,0,0,1,0,0,0,1,7,9
2023-11-01,Croydon,1,0,1,1,1,0,0,2,1,6
2023-11-01,Ealing,0,0,2,1,0,0,0,0,0,3
2023-11-01,Enfield,1,0,1,0,0,0,0,0,2,3
2023-11-01,Greenwich,0,0,1,2,0,0,0,0,2,5
2023-11-01,Hackney,0,0,0,11,0,0,1,2,0,14
2023-11-01,Hammersmith and Fulham,0,0,0,6,0,1,1,0,5,13
2023-11-01,Haringey,0,0,0,0,0,0,0,0,4,4
2023-11-01,Harrow,0,0,1,1,0,0,0,0,0,2
2023-11-01,Havering,0,0,0,0,0,0,0,0,7,7
2023-11-01,Hillingdon,0,0,4,1,0,0,0,0,1,6
2023-11-01,Hounslow,0,0,0,1,0,0,0,0,0,1
2023-11-01,Islington,0,0,0,1,0,0,1,1,1,4
2023-11-01,Kensington and Chelsea,0,0,0,2,0,0,0,0,2,4
2023-11-01,Kingston upon Thames,1,0,1,3,0,0,1,0,0,5
2023-11-01,Lambeth,0,0,1,4,0,2,1,0,9,17
2023-11-01,Lewisham,0,0,0,4,0,1,0,0,3,8
2023-11-01,Merton,0,0,0,1,0,0,0,0,1,2
2023-11-01,Newham,0,0,2,2,0,0,0,0,4,8
2023-11-01,Out of force,0,0,0,0,0,1,0,0,2,3
2023-11-01,Redbridge,0,0,7,4,0,0,0,0,0,11
2023-11-01,Southwark,1,0,0,2,0,0,0,0,3,5
2023-11-01,Sutton,0,0,0,2,0,0,0,0,2,4
2023-11-01,Tower Hamlets,0,0,2,11,0,0,1,0,2,16
2023-11-01,Waltham Forest,0,0,2,1,0,0,0,0,5,8
2023-11-01,Wandsworth,0,0,0,0,0,1,0,0,2,3
2023-11-01,Barking and Dagenham,0,0,1,0,0,0,0,0,5,6
2023-11-01,Barnet,1,0,0,5,0,1,1,0,2,9
2023-11-01,Bexley,0,0,0,5,0,0,0,0,2,7
2023-11-01,Brent,0,0,1,1,0,0,0,0,2,4
2023-11-01,Bromley,0,0,1,1,0,0,0,0,1,3
2023-11-01,Camden,0,0,2,0,0,0,0,0,0,2
2023-11-01,City of Westminster,0,0,0,7,0,1,1,6,3,18
2023-11-01,Croydon,0,0,5,4,0,0,0,0,2,11
2023-11-01,Ealing,0,0,0,1,0,0,0,0,4,5
2023-11-01,Enfield,0,0,0,2,0,0,1,0,3,6
2023-11-01,Greenwich,0,0,1,2,1,0,0,0,4,8
2023-11-01,Hackney,0,0,0,5,0,0,0,0,1,6
2023-11-01,Hammersmith and Fulham,0,0,1,0,0,0,1,0,6,8
2023-11-01,Haringey,0,0,0,1,0,0,1,0,3,5
2023-11-01,Harrow,0,0,1,2,0,0,0,0,0,3
2023-11-01,Havering,0,0,2,3,0,0,0,0,3,8
2023-11-01,Heathrow,0,0,1,0,0,0,0,0,0,1
2023-11-01,Hillingdon,0,0,6,3,0,0,0,0,3,12
2023-11-01,Hounslow,0,0,2,3,0,0,0,0,3,8
2023-11-01,Islington,0,0,4,5,0,1,1,1,5,17
2023-11-01,Kensington and Chelsea,0,0,0,1,0,1,1,0,7,10
2023-11-01,Kingston upon Thames,0,0,1,1,0,0,0,0,1,3
2023-11-01,Lambeth,1,0,0,6,0,0,0,2,6,14
2023-11-01,Lewisham,1,0,0,4,1,0,0,0,1,6
2023-11-01,Merton,1,0,1,1,0,0,0,0,1,3
2023-11-01,Newham,2,0,2,7,0,0,0,0,3,12
2023-11-01,Out of force,0,0,1,1,0,0,0,0,0,2
2023-11-01,Redbridge,0,0,1,5,0,1,0,0,3,10
2023-11-01,Richmond upon Thames,0,0,0,0,0,0,0,0,1,1
2023-11-01,Southwark,1,0,0,6,0,0,0,0,7,13
2023-11-01,Sutton,0,0,0,1,0,0,0,0,2,3
2023-11-01,Tower Hamlets,2,0,2,1,0,0,0,0,4,7
2023-11-01,Waltham Forest,0,0,1,7,0,0,2,1,4,15
2023-11-01,Wandsworth,1,0,0,6,0,1,1,0,1,9
2023-11-01,Barking and Dagenham,1,2,1,5,0,0,0,1,2,9
2023-11-01,Barnet,0,0,0,4,0,0,0,1,2,7
2023-11-01,Bexley,1,0,2,1,0,0,1,0,6,10
2023-11-01,Brent,0,0,1,2,0,0,1,1,2,7
2023-11-01,Bromley,2,0,0,3,0,0,0,0,1,4
2023-11-01,Camden,0,0,1,1,0,0,0,3,5,10
2023-11-01,City of Westminster,2,0,2,7,0,1,2,5,8,25
2023-11-01,Croydon,1,0,1,9,0,0,0,0,6,16
2023-11-01,Ealing,1,0,1,1,0,0,0,0,2,4
2023-11-01,Enfield,1,0,0,6,0,0,0,2,2,10
2023-11-01,Greenwich,1,0,0,4,0,0,0,1,6,11
2023-11-01,Hackney,0,0,0,1,0,0,0,1,8,10
2023-11-01,Hammersmith and Fulham,0,0,0,0,0,1,0,1,9,11
2023-11-01,Haringey,0,0,0,2,0,0,0,2,1,5
2023-11-01,Harrow,0,0,0,1,0,0,0,0,1,2
2023-11-01,Havering,0,0,0,0,0,0,0,0,7,7
2023-11-01,Heathrow,0,0,0,1,0,0,0,0,0,1
2023-11-01,Hillingdon,0,0,1,0,0,0,0,0,3,4
2023-11-01,Hounslow,1,0,4,0,0,0,0,2,4,10
2023-11-01,Islington,0,0,4,2,0,0,0,0,6,12
2023-11-01,Kensington and Chelsea,0,0,0,0,0,0,0,0,21,21
2023-11-01,Kingston upon Thames,0,0,0,2,0,1,1,0,3,7
2023-11-01,Lambeth,0,0,1,8,0,0,0,1,5,15
2023-11-01,Lewisham,0,1,1,6,0,0,0,1,5,13
2023-11-01,Merton,0,1,0,0,0,0,0,1,0,1
2023-11-01,Newham,1,0,3,0,1,1,0,1,1,7
2023-11-01,Out of force,0,0,1,1,0,0,0,0,1,3
2023-11-01,Redbridge,0,0,0,4,0,0,1,0,2,7
2023-11-01,Richmond upon Thames,0,0,0,0,0,0,0,0,2,2
2023-11-01,Southwark,1,1,0,7,0,0,0,0,4,11
2023-11-01,Sutton,0,0,0,0,0,0,0,0,1,1
2023-11-01,Tower Hamlets,1,1,8,0,1,0,0,0,5,14
2023-11-01,Waltham Forest,2,0,1,3,0,0,1,0,1,6
2023-11-01,Wandsworth,1,0,0,3,0,0,0,1,2,6
2023-11-01,Barking and Dagenham,0,0,0,2,0,0,1,0,0,3
2023-11-01,Barnet,1,0,1,1,0,0,0,0,5,7
2023-11-01,Bexley,0,0,0,0,0,0,0,1,1,2
2023-11-01,Brent,0,0,0,2,0,0,1,2,0,5
2023-11-01,Bromley,0,0,0,1,0,0,1,0,1,3
2023-11-01,Camden,0,0,0,1,0,0,0,0,2,3
2023-11-01,City of Westminster,0,0,2,7,0,0,1,1,4,15
2023-11-01,Croydon,0,0,0,6,0,0,0,0,3,9
2023-11-01,Ealing,0,0,1,1,0,0,0,0,2,4
2023-11-01,Enfield,0,0,1,1,0,0,0,0,3,5
2023-11-01,Greenwich,1,0,2,5,0,0,0,1,6,14
2023-11-01,Hackney,0,0,4,6,0,0,0,0,2,12
2023-11-01,Hammersmith and Fulham,0,0,1,3,0,1,0,0,2,7
2023-11-01,Haringey,0,0,3,8,0,0,1,0,9,21
2023-11-01,Harrow,0,0,1,3,0,0,0,0,2,6
2023-11-01,Havering,0,0,0,1,0,0,0,1,12,14
2023-11-01,Hillingdon,0,0,3,1,0,0,0,0,2,6
2023-11-01,Hounslow,0,0,1,1,0,0,0,0,4,6
2023-11-01,Islington,0,0,2,0,0,0,0,0,6,8
2023-11-01,Kensington and Chelsea,0,0,0,0,0,0,0,0,7,7
2023-11-01,Kingston upon Thames,1,0,0,6,0,0,1,0,4,11
2023-11-01,Lambeth,1,0,2,3,0,0,0,0,2,7
2023-11-01,Lewisham,0,0,0,10,0,0,0,2,8,20
2023-11-01,Merton,0,0,0,0,0,0,0,0,2,2
2023-11-01,Newham,0,0,3,5,0,1,1,1,7,18
2023-11-01,Out of force,0,0,0,2,0,0,2,0,1,5
2023-11-01,Redbridge,2,0,2,9,0,0,0,0,0,11
2023-11-01,Richmond upon Thames,0,0,0,0,0,0,0,0,5,5
2023-11-01,Southwark,0,0,0,0,0,0,0,0,1,1
2023-11-01,Sutton,0,0,0,0,0,0,0,1,0,1
2023-11-01,Tower Hamlets,0,0,5,1,0,0,0,0,5,11
2023-11-01,Waltham Forest,1,1,2,3,0,0,0,0,3,8
2023-11-01,Wandsworth,1,0,0,0,0,0,0,0,3,3
2023-11-01,Barking and Dagenham,3,0,2,5,0,0,0,0,4,11
2023-11-01,Barnet,0,0,1,0,0,0,0,0,1,2
2023-11-01,Bexley,1,0,0,1,0,0,0,0,5,6
2023-11-01,Brent,1,0,1,10,0,1,1,4,4,21
2023-11-01,Bromley,1,0,1,10,0,1,1,0,3,16
2023-11-01,Camden,0,0,2,1,0,0,0,2,4,9
2023-11-01,City of Westminster,1,0,2,4,0,0,0,1,9,16
2023-11-01,Croydon,2,0,1,6,0,0,0,1,3,11
2023-11-01,Ealing,0,0,1,4,0,0,0,1,3,9
2023-11-01,Enfield,0,0,2,6,0,0,0,0,3,11
2023-11-01,Greenwich,2,0,1,10,0,0,0,0,6,17
2023-11-01,Hackney,0,0,1,6,0,0,0,0,0,7
2023-11-01,Hammersmith and Fulham,0,0,0,3,0,0,0,0,5,8
2023-11-01,Haringey,1,0,3,7,0,0,0,0,1,11
2023-11-01,Harrow,0,0,0,6,0,0,0,0,2,8
2023-11-01,Havering,0,0,0,1,0,1,0,1,5,8
2023-11-01,Heathrow,0,0,1,1,0,1,0,0,1,4
2023-11-01,Hillingdon,0,0,4,0,0,0,1,0,2,7
2023-11-01,Hounslow,0,0,0,3,0,0,0,0,3,6
2023-11-01,Islington,0,0,2,0,0,0,0,1,0,3
2023-11-01,Kensington and Chelsea,0,0,0,0,0,0,0,0,4,4
2023-11-01,Kingston upon Thames,2,0,0,3,0,0,0,0,4,7
2023-11-01,Lambeth,0,0,0,6,0,0,1,0,1,8
2023-11-01,Lewisham,0,0,1,14,0,0,0,1,5,21
2023-11-01,Merton,0,0,1,1,0,0,1,0,0,3
2023-11-01,Newham,0,0,3,8,0,0,0,0,2,13
2023-11-01,Out of force,0,0,0,0,0,0,0,0,1,1
2023-11-01,Redbridge,0,0,0,3,0,0,0,1,1,5
2023-11-01,Richmond upon Thames,0,0,0,0,1,0,0,0,2,3
2023-11-01,Southwark,0,0,0,4,0,1,1,0,7,13
2023-11-01,Sutton,0,0,1,0,0,0,0,1,1,3
2023-11-01,Tower Hamlets,1,0,5,1,0,0,0,0,1,7
2023-11-01,Waltham Forest,0,0,4,1,0,0,0,1,0,6
2023-11-01,Wandsworth,2,0,0,4,1,0,0,0,0,5
2023-11-01,Barking and Dagenham,1,0,1,2,0,0,0,0,3,6
2023-11-01,Barnet,1,0,0,0,0,0,0,0,5,5
2023-11-01,Bexley,2,0,0,2,0,0,0,0,3,5
2023-11-01,Brent,0,0,2,3,0,0,0,0,1,6
2023-11-01,Bromley,1,0,0,0,0,0,0,0,3,3
2023-11-01,Camden,0,0,1,2,0,0,1,0,7,11
2023-11-01,City of Westminster,0,0,4,6,0,2,2,5,6,25
2023-11-01,Croydon,1,0,4,5,0,0,0,0,2,11
2023-11-01,Ealing,2,0,1,0,0,0,0,0,7,8
2023-11-01,Enfield,4,0,0,6,0,0,1,1,8,16
2023-11-01,Greenwich,1,0,0,8,0,1,0,0,5,14
2023-11-01,Hackney,0,0,0,2,0,0,0,0,12,14
2023-11-01,Hammersmith and Fulham,0,0,1,3,0,0,1,0,1,6
2023-11-01,Haringey,0,0,0,0,0,0,0,0,1,1
2023-11-01,Harrow,1,0,1,1,0,0,1,0,2,5
2023-11-01,Havering,0,0,0,0,0,0,1,1,7,9
2023-11-01,Hillingdon,1,0,0,1,0,0,1,1,2,5
2023-11-01,Hounslow,0,0,1,0,0,0,0,0,2,3
2023-11-01,Islington,1,0,1,1,0,2,0,0,3,7
2023-11-01,Kensington and Chelsea,0,0,0,1,0,0,0,0,0,1
2023-11-01,Kingston upon Thames,0,0,0,0,0,0,0,0,4,4
2023-11-01,Lambeth,0,0,0,5,0,0,1,0,12,18
2023-11-01,Lewisham,0,0,0,4,0,0,0,2,4,10
2023-11-01,Merton,0,0,0,0,0,0,0,0,1,1
2023-11-01,Newham,1,0,3,5,0,0,0,0,4,12
2023-11-01,Out of force,0,0,0,4,0,0,0,0,0,4
2023-11-01,Redbridge,0,0,0,0,0,0,0,0,1,1
2023-11-01,Richmond upon Thames,2,0,2,0,0,0,0,0,4,6
2023-11-01,Southwark,0,0,0,2,0,1,0,2,3,8
2023-11-01,Sutton,1,0,1,0,0,0,0,1,1,3
2023-11-01,Tower Hamlets,1,0,5,0,0,0,0,0,5,10
2023-11-01,Waltham Forest,1,0,1,11,0,1,1,0,1,15
2023-11-01,Wandsworth,0,0,0,0,0,0,1,0,2,3
2023-11-01,Barking and Dagenham,2,0,2,6,0,0,1,0,0,9
2023-11-01,Barnet,3,0,0,0,0,0,0,0,5,5
2023-11-01,Bexley,1,0,0,7,0,0,0,0,3,10
2023-11-01,Brent,0,0,2,4,0,0,0,1,2,9
2023-11-01,Bromley,0,0,0,0,0,0,0,0,5,5
2023-11-01,Camden,0,0,0,6,0,0,1,0,2,9
2023-11-01,City of Westminster,6,0,3,6,2,1,4,1,13,30
2023-11-01,Croydon,0,0,1,3,0,0,0,1,1,6
2023-11-01,Ealing,3,0,3,3,0,0,0,0,5,11
2023-11-01,Enfield,0,0,0,2,0,0,0,0,1,3
2023-11-01,Greenwich,0,0,1,2,0,0,1,1,1,6
2023-11-01,Hackney,0,0,1,2,0,0,0,0,1,4
2023-11-01,Hammersmith and Fulham,1,0,0,0,0,0,0,0,1,1
2023-11-01,Haringey,0,0,0,0,0,0,0,0,5,5
2023-11-01,Harrow,0,0,2,0,0,0,0,0,1,3
2023-11-01,Havering,2,0,1,6,0,0,0,0,8,15
2023-11-01,Heathrow,0,0,0,0,0,0,0,0,1,1
2023-11-01,Hillingdon,0,0,4,4,0,0,2,1,7,18
2023-11-01,Hounslow,2,0,0,0,0,0,0,0,4,4
2023-11-01,Islington,1,0,1,3,0,0,0,0,1,5
2023-11-01,Kensington and Chelsea,0,0,1,0,0,0,0,0,0,1
2023-11-01,Kingston upon Thames,0,0,0,1,0,0,1,0,2,4
2023-11-01,Lambeth,0,0,2,12,0,0,0,0,2,16
2023-11-01,Lewisham,1,0,1,6,0,0,0,0,6,13
2023-11-01,Newham,0,0,1,1,1,0,0,0,6,9
2023-11-01,Redbridge,1,0,0,0,0,0,0,0,1,1
2023-11-01,Richmond upon Thames,0,0,0,0,0,0,0,0,3,3
2023-11-01,Southwark,0,0,0,4,1,0,1,1,1,8
2023-11-01,Sutton,0,0,0,1,0,0,0,0,1,2
2023-11-01,Tower Hamlets,0,0,1,0,0,0,0,0,3,4
2023-11-01,Waltham Forest,0,0,3,8,0,1,0,0,1,13
2023-11-01,Wandsworth,1,0,0,4,0,0,0,0,0,4
2023-11-01,Barking and Dagenham,0,0,1,3,0,0,0,0,2,6
2023-11-01,Barnet,0,0,1,0,0,0,0,0,3,4
2023-11-01,Bexley,0,0,1,1,0,0,0,0,0,2
2023-11-01,Brent,0,0,0,1,0,0,0,0,0,1
2023-11-01,Bromley,0,0,0,0,0,0,0,1,2,3
